id,amount,updated_at
"0004959",53000,"07/04/2026 22:50:17"
"0004960",75000,"07/04/2026 22:50:17"
"0004961",860000,"07/04/2026 22:50:17"
"0004962",45600,"07/04/2026 22:50:17"
"0004963",78900,"07/04/2026 22:50:17"
"0004964",12300,"07/04/2026 22:50:17"
"0004965",85000,"07/04/2026 22:50:17"
"0004966",97000,"07/04/2026 22:50:17"
"0004967",96000,"07/04/2026 22:50:17"
"0004968",85000,"07/04/2026 22:50:17"
"0004969",250000,"07/04/2026 22:50:17"
"0004970",2566000,"07/04/2026 22:50:17"
"0004971",10000,"07/04/2026 22:50:17"
"0004972",15900,"07/04/2026 22:50:17"
"0004973",45000,"07/04/2026 22:50:17"
"0004974",63000,"07/04/2026 22:50:17"
"0004975",58565,"07/04/2026 22:50:17"
"0004976",23000,"07/04/2026 22:50:17"
"0004977",6500000,"07/04/2026 22:50:17"
"0004978",25700,"07/04/2026 22:50:17"
"0004979",8500,"07/04/2026 22:50:17"
"0004980",69300,"07/04/2026 22:50:17"
"0004981",85400,"07/04/2026 22:50:17"
"0004982",96200,"07/04/2026 22:50:17"
"0004983",89000,"07/04/2026 22:50:17"
"0004984",58000,"07/04/2026 22:50:17"
"0004985",47000,"07/04/2026 22:50:17"
"0004986",69400,"07/04/2026 22:50:17"
"0004987",25000,"07/04/2026 22:50:17"
"0004988",36000,"07/04/2026 22:50:17"
"0004989",41000,"07/04/2026 22:50:17"
"0004990",250000,"07/04/2026 22:50:17"
"0004991",2566000,"07/04/2026 22:50:17"
"0004992",10000,"07/04/2026 22:50:17"
"0004993",15900,"07/04/2026 22:50:17"
"0004994",45000,"07/04/2026 22:50:17"
"0004995",63000,"07/04/2026 22:50:17"
"0004996",58565,"07/04/2026 22:50:17"
"0004997",23000,"07/04/2026 22:50:17"
"0004998",6500000,"07/04/2026 22:50:17"
"0004999",25700,"07/04/2026 22:50:17"
"0005000",8500,"07/04/2026 22:50:17"
"0005001",69300,"07/04/2026 22:50:17"
"0005002",85400,"07/04/2026 22:50:17"
"0005003",96200,"07/04/2026 22:50:17"
"0005004",89000,"07/04/2026 22:50:17"
"0005005",58000,"07/04/2026 22:50:17"
"0005006",47000,"07/04/2026 22:50:17"
"0005007",69400,"07/04/2026 22:50:17"
"0005008",25000,"07/04/2026 22:50:17"
"0005009",36000,"07/04/2026 22:50:17"
"0005010",41000,"07/04/2026 22:50:17"
"0005011",82000,"07/04/2026 22:50:17"
"0005012",93000,"07/04/2026 22:50:17"
"0005013",71000,"07/04/2026 22:50:17"
"0005014",37000,"07/04/2026 22:50:17"
"0005015",24000,"07/04/2026 22:50:17"
"0005016",68000,"07/04/2026 22:50:17"
"0005017",91000,"07/04/2026 22:50:17"
"0005018",42000,"07/04/2026 22:50:17"
"0005019",53000,"07/04/2026 22:50:17"
"0005020",75000,"07/04/2026 22:50:17"
"0005021",860000,"07/04/2026 22:50:17"
"0005022",45600,"07/04/2026 22:50:17"
"0005023",78900,"07/04/2026 22:50:17"
"0005024",12300,"07/04/2026 22:50:17"
"0005025",85000,"07/04/2026 22:50:17"
"0005026",97000,"07/04/2026 22:50:17"
"0005027",96000,"07/04/2026 22:50:17"
"0005028",85000,"07/04/2026 22:50:17"
"0005029",250000,"07/04/2026 22:50:17"
"0005030",2566000,"07/04/2026 22:50:17"
"0005031",10000,"07/04/2026 22:50:17"
"0005032",15900,"07/04/2026 22:50:17"
"0005033",45000,"07/04/2026 22:50:17"
"0005034",63000,"07/04/2026 22:50:17"
"0005035",58565,"07/04/2026 22:50:17"
"0005036",23000,"07/04/2026 22:50:17"
"0005037",6500000,"07/04/2026 22:50:17"
"0005038",25700,"07/04/2026 22:50:17"
"0005039",8500,"07/04/2026 22:50:17"
"0005040",69300,"07/04/2026 22:50:17"
"0005041",85400,"07/04/2026 22:50:17"
"0005042",96200,"07/04/2026 22:50:17"
"0005043",89000,"07/04/2026 22:50:17"
"0005044",58000,"07/04/2026 22:50:17"
"0005045",47000,"07/04/2026 22:50:17"
"0005046",69400,"07/04/2026 22:50:17"
"0005047",25000,"07/04/2026 22:50:17"
"0005048",36000,"07/04/2026 22:50:17"
"0005049",41000,"07/04/2026 22:50:17"
"0005050",82000,"07/04/2026 22:50:17"
"0005051",93000,"07/04/2026 22:50:17"
"0005052",71000,"07/04/2026 22:50:17"
"0005053",37000,"07/04/2026 22:50:17"
"0005054",24000,"07/04/2026 22:50:17"
"0005055",68000,"07/04/2026 22:50:17"
"0005056",91000,"07/04/2026 22:50:17"
"0005057",42000,"07/04/2026 22:50:17"
"0005058",53000,"07/04/2026 22:50:17"
"0005059",75000,"07/04/2026 22:50:17"
"0005060",860000,"07/04/2026 22:50:17"
"0005061",45600,"07/04/2026 22:50:17"
"0005062",78900,"07/04/2026 22:50:17"
"0005063",12300,"07/04/2026 22:50:17"
"0005064",85000,"07/04/2026 22:50:17"
"0005065",97000,"07/04/2026 22:50:17"
"0005066",96000,"07/04/2026 22:50:17"
"0005067",85000,"07/04/2026 22:50:17"
"0005068",250000,"07/04/2026 22:50:17"
"0005069",2566000,"07/04/2026 22:50:17"
"0005070",10000,"07/04/2026 22:50:17"
"0005071",15900,"07/04/2026 22:50:17"
"0005072",45000,"07/04/2026 22:50:17"
"0005073",63000,"07/04/2026 22:50:17"
"0005074",58565,"07/04/2026 22:50:17"
"0005075",23000,"07/04/2026 22:50:17"
"0005076",6500000,"07/04/2026 22:50:17"
"0005077",25700,"07/04/2026 22:50:17"
"0005078",8500,"07/04/2026 22:50:17"
"0005079",69300,"07/04/2026 22:50:17"
"0005080",85400,"07/04/2026 22:50:17"
"0005081",96200,"07/04/2026 22:50:17"
"0005082",89000,"07/04/2026 22:50:17"
"0005083",58000,"07/04/2026 22:50:17"
"0005084",47000,"07/04/2026 22:50:17"
"0005085",69400,"07/04/2026 22:50:17"
"0005086",25000,"07/04/2026 22:50:17"
"0005087",36000,"07/04/2026 22:50:17"
"0005088",41000,"07/04/2026 22:50:17"
"0005089",250000,"07/04/2026 22:50:17"
"0005090",2566000,"07/04/2026 22:50:17"
"0005091",10000,"07/04/2026 22:50:17"
"0005092",15900,"07/04/2026 22:50:17"
"0005093",45000,"07/04/2026 22:50:17"
"0005094",63000,"07/04/2026 22:50:17"
"0005095",58565,"07/04/2026 22:50:17"
"0005096",23000,"07/04/2026 22:50:17"
"0005097",6500000,"07/04/2026 22:50:17"
"0005098",25700,"07/04/2026 22:50:17"
"0005099",8500,"07/04/2026 22:50:17"
"0005100",69300,"07/04/2026 22:50:17"
"0005101",85400,"07/04/2026 22:50:17"
"0005102",96200,"07/04/2026 22:50:17"
"0005103",89000,"07/04/2026 22:50:17"
"0005104",58000,"07/04/2026 22:50:17"
"0005105",47000,"07/04/2026 22:50:17"
"0005106",69400,"07/04/2026 22:50:17"
"0005107",25000,"07/04/2026 22:50:17"
"0005108",36000,"07/04/2026 22:50:17"
"0005109",41000,"07/04/2026 22:50:17"
"0005110",82000,"07/04/2026 22:50:17"
"0005111",93000,"07/04/2026 22:50:17"
"0005112",71000,"07/04/2026 22:50:17"
"0005113",37000,"07/04/2026 22:50:17"
"0005114",24000,"07/04/2026 22:50:17"
"0005115",68000,"07/04/2026 22:50:17"
"0005116",91000,"07/04/2026 22:50:17"
"0005117",42000,"07/04/2026 22:50:17"
"0005118",53000,"07/04/2026 22:50:17"
"0005119",75000,"07/04/2026 22:50:17"
"0005120",860000,"07/04/2026 22:50:17"
"0005121",45600,"07/04/2026 22:50:17"
"0005122",78900,"07/04/2026 22:50:17"
"0005123",12300,"07/04/2026 22:50:17"
"0005124",85000,"07/04/2026 22:50:17"
"0005125",97000,"07/04/2026 22:50:17"
"0005126",96000,"07/04/2026 22:50:17"
"0005127",85000,"07/04/2026 22:50:17"
"0005128",250000,"07/04/2026 22:50:17"
"0005129",2566000,"07/04/2026 22:50:17"
"0005130",10000,"07/04/2026 22:50:17"
"0005131",15900,"07/04/2026 22:50:17"
"0005132",45000,"07/04/2026 22:50:17"
"0005133",63000,"07/04/2026 22:50:17"
"0005134",58565,"07/04/2026 22:50:17"
"0005135",23000,"07/04/2026 22:50:17"
"0005136",6500000,"07/04/2026 22:50:17"
"0005137",25700,"07/04/2026 22:50:17"
"0005138",8500,"07/04/2026 22:50:17"
"0005139",69300,"07/04/2026 22:50:17"
"0005140",85400,"07/04/2026 22:50:17"
"0005141",96200,"07/04/2026 22:50:17"
"0005142",89000,"07/04/2026 22:50:17"
"0005143",58000,"07/04/2026 22:50:17"
"0005144",47000,"07/04/2026 22:50:17"
"0005145",69400,"07/04/2026 22:50:17"
"0005146",25000,"07/04/2026 22:50:17"
"0005147",36000,"07/04/2026 22:50:17"
"0005148",41000,"07/04/2026 22:50:17"
"0005149",82000,"07/04/2026 22:50:17"
"0005150",93000,"07/04/2026 22:50:17"
"0005151",71000,"07/04/2026 22:50:17"
"0005152",37000,"07/04/2026 22:50:17"
"0005153",24000,"07/04/2026 22:50:17"
"0005154",68000,"07/04/2026 22:50:17"
"0005155",91000,"07/04/2026 22:50:17"
"0005156",42000,"07/04/2026 22:50:17"
"0005157",53000,"07/04/2026 22:50:17"
"0005158",75000,"07/04/2026 22:50:17"
"0005159",860000,"07/04/2026 22:50:17"
"0005160",45600,"07/04/2026 22:50:17"
"0005161",78900,"07/04/2026 22:50:17"
"0005162",12300,"07/04/2026 22:50:17"
"0005163",85000,"07/04/2026 22:50:17"
"0005164",97000,"07/04/2026 22:50:17"
"0005165",96000,"07/04/2026 22:50:17"
"0005166",85000,"07/04/2026 22:50:17"
"0005167",250000,"07/04/2026 22:50:17"
"0005168",2566000,"07/04/2026 22:50:17"
"0005169",10000,"07/04/2026 22:50:17"
"0005170",15900,"07/04/2026 22:50:17"
"0005171",45000,"07/04/2026 22:50:17"
"0005172",63000,"07/04/2026 22:50:17"
"0005173",58565,"07/04/2026 22:50:17"
"0005174",23000,"07/04/2026 22:50:17"
"0005175",6500000,"07/04/2026 22:50:17"
"0005176",25700,"07/04/2026 22:50:17"
"0005177",8500,"07/04/2026 22:50:17"
"0005178",69300,"07/04/2026 22:50:17"
"0005179",85400,"07/04/2026 22:50:17"
"0005180",96200,"07/04/2026 22:50:17"
"0005181",89000,"07/04/2026 22:50:17"
"0005182",58000,"07/04/2026 22:50:17"
"0005183",47000,"07/04/2026 22:50:17"
"0005184",69400,"07/04/2026 22:50:17"
"0005185",25000,"07/04/2026 22:50:17"
"0005186",36000,"07/04/2026 22:50:17"
"0005187",41000,"07/04/2026 22:50:17"
"0005188",250000,"07/04/2026 22:50:17"
"0005189",2566000,"07/04/2026 22:50:17"
"0005190",10000,"07/04/2026 22:50:17"
"0005191",15900,"07/04/2026 22:50:17"
"0005192",45000,"07/04/2026 22:50:17"
"0005193",63000,"07/04/2026 22:50:17"
"0005194",58565,"07/04/2026 22:50:17"
"0005195",23000,"07/04/2026 22:50:17"
"0005196",6500000,"07/04/2026 22:50:17"
"0005197",25700,"07/04/2026 22:50:17"
"0005198",8500,"07/04/2026 22:50:17"
"0005199",69300,"07/04/2026 22:50:17"
"0005200",85400,"07/04/2026 22:50:17"
"0005201",96200,"07/04/2026 22:50:17"
"0005202",89000,"07/04/2026 22:50:17"
"0005203",58000,"07/04/2026 22:50:17"
"0005204",47000,"07/04/2026 22:50:17"
"0005205",69400,"07/04/2026 22:50:17"
"0005206",25000,"07/04/2026 22:50:17"
"0005207",36000,"07/04/2026 22:50:17"
"0005208",41000,"07/04/2026 22:50:17"
"0005209",82000,"07/04/2026 22:50:17"
"0005210",93000,"07/04/2026 22:50:17"
"0005211",71000,"07/04/2026 22:50:17"
"0005212",37000,"07/04/2026 22:50:17"
"0005213",24000,"07/04/2026 22:50:17"
"0005214",68000,"07/04/2026 22:50:17"
"0005215",91000,"07/04/2026 22:50:17"
"0005216",42000,"07/04/2026 22:50:17"
"0005217",53000,"07/04/2026 22:50:17"
"0005218",75000,"07/04/2026 22:50:17"
"0005219",860000,"07/04/2026 22:50:17"
"0005220",45600,"07/04/2026 22:50:17"
"0005221",78900,"07/04/2026 22:50:17"
"0005222",12300,"07/04/2026 22:50:17"
"0005223",85000,"07/04/2026 22:50:17"
"0005224",97000,"07/04/2026 22:50:17"
"0005225",96000,"07/04/2026 22:50:17"
"0005226",85000,"07/04/2026 22:50:17"
"0005227",250000,"07/04/2026 22:50:17"
"0005228",2566000,"07/04/2026 22:50:17"
"0005229",10000,"07/04/2026 22:50:17"
"0005230",15900,"07/04/2026 22:50:17"
"0005231",45000,"07/04/2026 22:50:17"
"0005232",63000,"07/04/2026 22:50:17"
"0005233",58565,"07/04/2026 22:50:17"
"0005234",23000,"07/04/2026 22:50:17"
"0005235",6500000,"07/04/2026 22:50:17"
"0005236",25700,"07/04/2026 22:50:17"
"0005237",8500,"07/04/2026 22:50:17"
"0005238",69300,"07/04/2026 22:50:17"
"0005239",85400,"07/04/2026 22:50:17"
"0005240",96200,"07/04/2026 22:50:17"
"0005241",89000,"07/04/2026 22:50:17"
"0005242",58000,"07/04/2026 22:50:17"
"0005243",47000,"07/04/2026 22:50:17"
"0005244",69400,"07/04/2026 22:50:17"
"0005245",25000,"07/04/2026 22:50:17"
"0005246",36000,"07/04/2026 22:50:17"
"0005247",41000,"07/04/2026 22:50:17"
"0005248",82000,"07/04/2026 22:50:17"
"0005249",93000,"07/04/2026 22:50:17"
"0005250",71000,"07/04/2026 22:50:17"
"0005251",37000,"07/04/2026 22:50:17"
"0005252",24000,"07/04/2026 22:50:17"
"0005253",68000,"07/04/2026 22:50:17"
"0005254",91000,"07/04/2026 22:50:17"
"0005255",42000,"07/04/2026 22:50:17"
"0005256",53000,"07/04/2026 22:50:17"
"0005257",75000,"07/04/2026 22:50:17"
"0005258",860000,"07/04/2026 22:50:17"
"0005259",45600,"07/04/2026 22:50:17"
"0005260",78900,"07/04/2026 22:50:17"
"0005261",12300,"07/04/2026 22:50:17"
"0005262",85000,"07/04/2026 22:50:17"
"0005263",97000,"07/04/2026 22:50:17"
"0005264",96000,"07/04/2026 22:50:17"
"0005265",85000,"07/04/2026 22:50:17"
"0005266",250000,"07/04/2026 22:50:17"
"0005267",2566000,"07/04/2026 22:50:17"
"0005268",10000,"07/04/2026 22:50:17"
"0005269",15900,"07/04/2026 22:50:17"
"0005270",45000,"07/04/2026 22:50:17"
"0005271",63000,"07/04/2026 22:50:17"
"0005272",58565,"07/04/2026 22:50:17"
"0005273",23000,"07/04/2026 22:50:17"
"0005274",6500000,"07/04/2026 22:50:17"
"0005275",25700,"07/04/2026 22:50:17"
"0005276",8500,"07/04/2026 22:50:17"
"0005277",69300,"07/04/2026 22:50:17"
"0005278",85400,"07/04/2026 22:50:17"
"0005279",96200,"07/04/2026 22:50:17"
"0005280",89000,"07/04/2026 22:50:17"
"0005281",58000,"07/04/2026 22:50:17"
"0005282",47000,"07/04/2026 22:50:17"
"0005283",69400,"07/04/2026 22:50:17"
"0005284",25000,"07/04/2026 22:50:17"
"0005285",36000,"07/04/2026 22:50:17"
"0005286",41000,"07/04/2026 22:50:17"
"0005287",250000,"07/04/2026 22:50:17"
"0005288",2566000,"07/04/2026 22:50:17"
"0005289",10000,"07/04/2026 22:50:17"
"0005290",15900,"07/04/2026 22:50:17"
"0005291",45000,"07/04/2026 22:50:17"
"0005292",63000,"07/04/2026 22:50:17"
"0005293",58565,"07/04/2026 22:50:17"
"0005294",23000,"07/04/2026 22:50:17"
"0005295",6500000,"07/04/2026 22:50:17"
"0005296",25700,"07/04/2026 22:50:17"
"0005297",8500,"07/04/2026 22:50:17"
"0005298",69300,"07/04/2026 22:50:17"
"0005299",85400,"07/04/2026 22:50:17"
"0005300",96200,"07/04/2026 22:50:17"
"0005301",89000,"07/04/2026 22:50:17"
"0005302",58000,"07/04/2026 22:50:17"
"0005303",47000,"07/04/2026 22:50:17"
"0005304",69400,"07/04/2026 22:50:17"
"0005305",25000,"07/04/2026 22:50:17"
"0005306",36000,"07/04/2026 22:50:17"
"0005307",41000,"07/04/2026 22:50:17"
"0005308",82000,"07/04/2026 22:50:17"
"0005309",93000,"07/04/2026 22:50:17"
"0005310",71000,"07/04/2026 22:50:17"
"0005311",37000,"07/04/2026 22:50:17"
"0005312",24000,"07/04/2026 22:50:17"
"0005313",68000,"07/04/2026 22:50:17"
"0005314",91000,"07/04/2026 22:50:17"
"0005315",42000,"07/04/2026 22:50:17"
"0005316",53000,"07/04/2026 22:50:17"
"0005317",75000,"07/04/2026 22:50:17"
"0005318",860000,"07/04/2026 22:50:17"
"0005319",45600,"07/04/2026 22:50:17"
"0005320",78900,"07/04/2026 22:50:17"
"0005321",12300,"07/04/2026 22:50:17"
"0005322",85000,"07/04/2026 22:50:17"
"0005323",97000,"07/04/2026 22:50:17"
"0005324",96000,"07/04/2026 22:50:17"
"0005325",85000,"07/04/2026 22:50:17"
"0005326",250000,"07/04/2026 22:50:17"
"0005327",2566000,"07/04/2026 22:50:17"
"0005328",10000,"07/04/2026 22:50:17"
"0005329",15900,"07/04/2026 22:50:17"
"0005330",45000,"07/04/2026 22:50:17"
"0005331",63000,"07/04/2026 22:50:17"
"0005332",58565,"07/04/2026 22:50:17"
"0005333",23000,"07/04/2026 22:50:17"
"0005334",6500000,"07/04/2026 22:50:17"
"0005335",25700,"07/04/2026 22:50:17"
"0005336",8500,"07/04/2026 22:50:17"
"0005337",69300,"07/04/2026 22:50:17"
"0005338",85400,"07/04/2026 22:50:17"
"0005339",96200,"07/04/2026 22:50:17"
"0005340",89000,"07/04/2026 22:50:17"
"0005341",58000,"07/04/2026 22:50:17"
"0005342",47000,"07/04/2026 22:50:17"
"0005343",69400,"07/04/2026 22:50:17"
"0005344",25000,"07/04/2026 22:50:17"
"0005345",36000,"07/04/2026 22:50:17"
"0005346",41000,"07/04/2026 22:50:17"
"0005347",82000,"07/04/2026 22:50:17"
"0005348",93000,"07/04/2026 22:50:17"
"0005349",71000,"07/04/2026 22:50:17"
"0005350",37000,"07/04/2026 22:50:17"
"0005351",24000,"07/04/2026 22:50:17"
"0005352",68000,"07/04/2026 22:50:17"
"0005353",91000,"07/04/2026 22:50:17"
"0005354",42000,"07/04/2026 22:50:17"
"0005355",53000,"07/04/2026 22:50:17"
"0005356",75000,"07/04/2026 22:50:17"
"0005357",860000,"07/04/2026 22:50:17"
"0005358",45600,"07/04/2026 22:50:17"
"0005359",78900,"07/04/2026 22:50:17"
"0005360",12300,"07/04/2026 22:50:17"
"0005361",85000,"07/04/2026 22:50:17"
"0005362",97000,"07/04/2026 22:50:17"
"0005363",96000,"07/04/2026 22:50:17"
"0005364",85000,"07/04/2026 22:50:17"
"0005365",250000,"07/04/2026 22:50:17"
"0005366",2566000,"07/04/2026 22:50:17"
"0005367",10000,"07/04/2026 22:50:17"
"0005368",15900,"07/04/2026 22:50:17"
"0005369",45000,"07/04/2026 22:50:17"
"0005370",63000,"07/04/2026 22:50:17"
"0005371",58565,"07/04/2026 22:50:17"
"0005372",23000,"07/04/2026 22:50:17"
"0005373",6500000,"07/04/2026 22:50:17"
"0005374",25700,"07/04/2026 22:50:17"
"0005375",8500,"07/04/2026 22:50:17"
"0005376",69300,"07/04/2026 22:50:17"
"0005377",85400,"07/04/2026 22:50:17"
"0005378",96200,"07/04/2026 22:50:17"
"0005379",89000,"07/04/2026 22:50:17"
"0005380",58000,"07/04/2026 22:50:17"
"0005381",47000,"07/04/2026 22:50:17"
"0005382",69400,"07/04/2026 22:50:17"
"0005383",25000,"07/04/2026 22:50:17"
"0005384",36000,"07/04/2026 22:50:17"
"0005385",41000,"07/04/2026 22:50:17"
"0005386",250000,"07/04/2026 22:50:17"
"0005387",2566000,"07/04/2026 22:50:17"
"0005388",10000,"07/04/2026 22:50:17"
"0005389",15900,"07/04/2026 22:50:17"
"0005390",45000,"07/04/2026 22:50:17"
"0005391",63000,"07/04/2026 22:50:17"
"0005392",58565,"07/04/2026 22:50:17"
"0005393",23000,"07/04/2026 22:50:17"
"0005394",6500000,"07/04/2026 22:50:17"
"0005395",25700,"07/04/2026 22:50:17"
"0005396",8500,"07/04/2026 22:50:17"
"0005397",69300,"07/04/2026 22:50:17"
"0005398",85400,"07/04/2026 22:50:17"
"0005399",96200,"07/04/2026 22:50:17"
"0005400",89000,"07/04/2026 22:50:17"
"0005401",58000,"07/04/2026 22:50:17"
"0005402",47000,"07/04/2026 22:50:17"
"0005403",69400,"07/04/2026 22:50:17"
"0005404",25000,"07/04/2026 22:50:17"
"0005405",36000,"07/04/2026 22:50:17"
"0005406",41000,"07/04/2026 22:50:17"
"0005407",82000,"07/04/2026 22:50:17"
"0005408",93000,"07/04/2026 22:50:17"
"0005409",71000,"07/04/2026 22:50:17"
"0005410",37000,"07/04/2026 22:50:17"
"0005411",24000,"07/04/2026 22:50:17"
"0005412",68000,"07/04/2026 22:50:17"
"0005413",91000,"07/04/2026 22:50:17"
"0005414",42000,"07/04/2026 22:50:17"
"0005415",53000,"07/04/2026 22:50:17"
"0005416",75000,"07/04/2026 22:50:17"
"0005417",860000,"07/04/2026 22:50:17"
"0005418",45600,"07/04/2026 22:50:17"
"0005419",78900,"07/04/2026 22:50:17"
"0005420",12300,"07/04/2026 22:50:17"
"0005421",85000,"07/04/2026 22:50:17"
"0005422",97000,"07/04/2026 22:50:17"
"0005423",96000,"07/04/2026 22:50:17"
"0005424",85000,"07/04/2026 22:50:17"
"0005425",250000,"07/04/2026 22:50:17"
"0005426",2566000,"07/04/2026 22:50:17"
"0005427",10000,"07/04/2026 22:50:17"
"0005428",15900,"07/04/2026 22:50:17"
"0005429",45000,"07/04/2026 22:50:17"
"0005430",63000,"07/04/2026 22:50:17"
"0005431",58565,"07/04/2026 22:50:17"
"0005432",23000,"07/04/2026 22:50:17"
"0005433",6500000,"07/04/2026 22:50:17"
"0005434",25700,"07/04/2026 22:50:17"
"0005435",8500,"07/04/2026 22:50:17"
"0005436",69300,"07/04/2026 22:50:17"
"0005437",85400,"07/04/2026 22:50:17"
"0005438",96200,"07/04/2026 22:50:17"
"0005439",89000,"07/04/2026 22:50:17"
"0005440",58000,"07/04/2026 22:50:17"
"0005441",47000,"07/04/2026 22:50:17"
"0005442",69400,"07/04/2026 22:50:17"
"0005443",25000,"07/04/2026 22:50:17"
"0005444",36000,"07/04/2026 22:50:17"
"0005445",41000,"07/04/2026 22:50:17"
"0005446",82000,"07/04/2026 22:50:17"
"0005447",93000,"07/04/2026 22:50:17"
"0005448",71000,"07/04/2026 22:50:17"
"0005449",37000,"07/04/2026 22:50:17"
"0005450",24000,"07/04/2026 22:50:17"
"0005451",68000,"07/04/2026 22:50:17"
"0005452",91000,"07/04/2026 22:50:17"
"0005453",42000,"07/04/2026 22:50:17"
"0005454",53000,"07/04/2026 22:50:17"
"0005455",75000,"07/04/2026 22:50:17"
"0005456",860000,"07/04/2026 22:50:17"
"0005457",45600,"07/04/2026 22:50:17"
"0005458",78900,"07/04/2026 22:50:17"
"0005459",12300,"07/04/2026 22:50:17"
"0005460",85000,"07/04/2026 22:50:17"
"0005461",97000,"07/04/2026 22:50:17"
"0005462",96000,"07/04/2026 22:50:17"
"0005463",85000,"07/04/2026 22:50:17"
"0005464",250000,"07/04/2026 22:50:17"
"0005465",2566000,"07/04/2026 22:50:17"
"0005466",10000,"07/04/2026 22:50:17"
"0005467",15900,"07/04/2026 22:50:17"
"0005468",45000,"07/04/2026 22:50:17"
"0005469",63000,"07/04/2026 22:50:17"
"0005470",58565,"07/04/2026 22:50:17"
"0005471",23000,"07/04/2026 22:50:17"
"0005472",6500000,"07/04/2026 22:50:17"
"0005473",25700,"07/04/2026 22:50:17"
"0005474",8500,"07/04/2026 22:50:17"
"0005475",69300,"07/04/2026 22:50:17"
"0005476",85400,"07/04/2026 22:50:17"
"0005477",96200,"07/04/2026 22:50:17"
"0005478",89000,"07/04/2026 22:50:17"
"0005479",58000,"07/04/2026 22:50:17"
"0005480",47000,"07/04/2026 22:50:17"
"0005481",69400,"07/04/2026 22:50:17"
"0005482",25000,"07/04/2026 22:50:17"
"0005483",36000,"07/04/2026 22:50:17"
"0005484",41000,"07/04/2026 22:50:17"
"0005485",250000,"07/04/2026 22:50:17"
"0005486",2566000,"07/04/2026 22:50:17"
"0005487",10000,"07/04/2026 22:50:17"
"0005488",15900,"07/04/2026 22:50:17"
"0005489",45000,"07/04/2026 22:50:17"
"0005490",63000,"07/04/2026 22:50:17"
"0005491",58565,"07/04/2026 22:50:17"
"0005492",23000,"07/04/2026 22:50:17"
"0005493",6500000,"07/04/2026 22:50:17"
"0005494",25700,"07/04/2026 22:50:17"
"0005495",8500,"07/04/2026 22:50:17"
"0005496",69300,"07/04/2026 22:50:17"
"0005497",85400,"07/04/2026 22:50:17"
"0005498",96200,"07/04/2026 22:50:17"
"0005499",89000,"07/04/2026 22:50:17"
"0005500",58000,"07/04/2026 22:50:17"
"0005501",47000,"07/04/2026 22:50:17"
"0005502",69400,"07/04/2026 22:50:17"
"0005503",25000,"07/04/2026 22:50:17"
"0005504",36000,"07/04/2026 22:50:17"
"0005505",41000,"07/04/2026 22:50:17"
"0005506",82000,"07/04/2026 22:50:17"
"0005507",93000,"07/04/2026 22:50:17"
"0005508",71000,"07/04/2026 22:50:17"
"0005509",37000,"07/04/2026 22:50:17"
"0005510",24000,"07/04/2026 22:50:17"
"0005511",68000,"07/04/2026 22:50:17"
"0005512",91000,"07/04/2026 22:50:17"
"0005513",42000,"07/04/2026 22:50:17"
"0005514",53000,"07/04/2026 22:50:17"
"0005515",75000,"07/04/2026 22:50:17"
"0005516",860000,"07/04/2026 22:50:17"
"0005517",45600,"07/04/2026 22:50:17"
"0005518",78900,"07/04/2026 22:50:17"
"0005519",12300,"07/04/2026 22:50:17"
"0005520",85000,"07/04/2026 22:50:17"
"0005521",97000,"07/04/2026 22:50:17"
"0005522",96000,"07/04/2026 22:50:17"
"0005523",85000,"07/04/2026 22:50:17"
"0005524",250000,"07/04/2026 22:50:17"
"0005525",2566000,"07/04/2026 22:50:17"
"0005526",10000,"07/04/2026 22:50:17"
"0005527",15900,"07/04/2026 22:50:17"
"0005528",45000,"07/04/2026 22:50:17"
"0005529",63000,"07/04/2026 22:50:17"
"0005530",58565,"07/04/2026 22:50:17"
"0005531",23000,"07/04/2026 22:50:17"
"0005532",6500000,"07/04/2026 22:50:17"
"0005533",25700,"07/04/2026 22:50:17"
"0005534",8500,"07/04/2026 22:50:17"
"0005535",69300,"07/04/2026 22:50:17"
"0005536",85400,"07/04/2026 22:50:17"
"0005537",96200,"07/04/2026 22:50:17"
"0005538",89000,"07/04/2026 22:50:17"
"0005539",58000,"07/04/2026 22:50:17"
"0005540",47000,"07/04/2026 22:50:17"
"0005541",69400,"07/04/2026 22:50:17"
"0005542",25000,"07/04/2026 22:50:17"
"0005543",36000,"07/04/2026 22:50:17"
"0005544",41000,"07/04/2026 22:50:17"
"0005545",82000,"07/04/2026 22:50:17"
"0005546",93000,"07/04/2026 22:50:17"
"0005547",71000,"07/04/2026 22:50:17"
"0005548",37000,"07/04/2026 22:50:17"
"0005549",24000,"07/04/2026 22:50:17"
"0005550",68000,"07/04/2026 22:50:17"
"0005551",91000,"07/04/2026 22:50:17"
"0005552",42000,"07/04/2026 22:50:17"
"0005553",53000,"07/04/2026 22:50:17"
"0005554",75000,"07/04/2026 22:50:17"
"0005555",860000,"07/04/2026 22:50:17"
"0005556",45600,"07/04/2026 22:50:17"
"0005557",78900,"07/04/2026 22:50:17"
"0005558",12300,"07/04/2026 22:50:17"
"0005559",85000,"07/04/2026 22:50:17"
"0005560",97000,"07/04/2026 22:50:17"
"0005561",96000,"07/04/2026 22:50:17"
"0005562",85000,"07/04/2026 22:50:17"
"0005563",250000,"07/04/2026 22:50:17"
"0005564",2566000,"07/04/2026 22:50:17"
